,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name
296,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,baetican,baetica,2.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
297,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,gauloise 4,gaul,1.0,,50.0,300.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,
298,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 1,tyrrhenian italy,3.0,,-150.0,-50.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,
299,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,richborough 527,tyrrhenian italy,3.0,,-25.0,125.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,alum,,tyrrhenian,
300,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,14.0,,-70.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,dr 2-4
301,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 21-22,tyrrhenian italy,2.0,,-25.0,100.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,
302,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,tyrrhenian,tyrrhenian italy,3.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,unknown
303,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,lusitanian,lusitania,2.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,fish sauce,,tyrrhenian,almagro 51c
304,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,punic/african,spain/africa,23.0,,-225.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,unknown
305,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,agora g198/schoene mau xiii,cilicia,5.0,,75.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,nan,,tyrrhenian,
306,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,agora g199/schoene-mau 27/28,cyprus/cilicia,2.0,,79.0,310.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,"Panella, Rizzo 2014, 90, tab. 7, visible pitched lining, production in the wine making areas",tyrrhenian,
307,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,camulodunum 184,aegean,7.0,,-25.0,150.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,
308,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,schoene-mau 5,cilicia,2.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,
309,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,schoene-mau 38,aegean,7.0,,-200.0,125.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,
310,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,ac1,aegean,4.0,,1.0,350.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,ac1
311,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,ac2,aegean,3.0,,1.0,225.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,ac2
312,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,ac3,aegean,2.0,,1.0,250.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,ac3
313,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,cretan,aegean,6.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,,tyrrhenian,ac1
314,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,knossos 19,aegean/oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,"Panell, Rizzo 2014, 90, tab 7",tyrrhenian,
315,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,agora f65-66,anatolia,2.0,,-50.0,400.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,wine,"Panell, Rizzo 2014, 390",tyrrhenian,
316,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,dr 24,aegean,1.0,,1.0,300.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,olive oil,"Panella, Rizzo 2014, 90, tab. 7",tyrrhenian,
317,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,8.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
318,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,8.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
319,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,8.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
320,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,8.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
321,"cuma, tete de cire, phase 4.","Botte E., unpublished",EI,1.0,200.0,aegean/oriental,aegean/oriental,8.0,,1.0,200.0,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333,cuma,urban,,,unknown,,tyrrhenian,
322,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,53.0,,-70.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4
323,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 21-22,s italy/em,2.0,,-25.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,
324,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,4.0,,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,ostia iii 369
325,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,gauloise 5,gaul,2.0,,50.0,125.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
326,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,gauloise 2,gaul,2.0,,-40.0,14.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,gauloise 2
327,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,haltern 70,baetica,8.0,,-80.0,192.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,defrutum,,tyrrhenian,
328,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 7-11,baetica,4.0,,-30.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13
329,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 28,baetica,3.0,,1.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
330,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 20,baetica,9.0,,1.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,,tyrrhenian,
331,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 2-4_2,tarraconesis,8.0,,-25.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4
332,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 2-4_6,baetica,4.0,,1.0,125.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4
333,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,beltran iia,baetica,5.0,,10.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,beltran iia
334,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,beltran iib,baetica,5.0,,15.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,beltran iib
335,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,tripolitana ,tripolitania,4.0,,1.0,440.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,tripolitana i
336,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 26,africa,5.0,,-150.0,-1.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,"unconfirmed, but no other possible content suggested",tyrrhenian,
337,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,mana c1,africa,2.0,,-221.0,-1.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,
338,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,schoene-mau 15,oriental,1.0,,-10.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fruits,,tyrrhenian,
339,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,kingsholm 117,oriental,2.0,,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"after Panella, Rizzo 2014, 90, tab. 7",tyrrhenian,
340,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,agora f65-66,anatolia,1.0,,-50.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 390",tyrrhenian,
341,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,camulodunum 184,aegean,25.0,,-25.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,
342,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 43_1,aegean,2.0,,1.0,250.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 43
343,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 2-4,aegean,4.0,,-100.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
344,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,dr 2-4,aegean,9.0,,-100.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
345,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1.0,200.0,ostia ii 522-523,calabria/sicilia,4.0,,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 414, tab 11",tyrrhenian,
346,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",LR,-150.0,-1.0,dr 1,tyrrhenian italy,9.0,,-150.0,-50.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
347,"foro di nerva, roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",LR/EI,-100.0,50.0,lamb.2/dr 6_1,adriatic italy,9.0,,-200.0,50.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,lamb.2
348,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,62.0,,-70.0,225.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,dr 2-4
349,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,102.0,,50.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,ostia iii 369
350,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,unknown,tyrrhenian italy,5.0,,1.0,200.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,nan,,tyrrhenian,unknown
351,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,ovoide di brindisi,adriatic italy,1.0,,-125.0,-25.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,olive oil,"wine also suggested, but olive oil more accepted",tyrrhenian,brindisi
352,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,dr 6a,adriatic italy,20.0,,-25.0,50.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,
353,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,dr 2-4_5,adriatic italy,4.0,,-70.0,225.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,,tyrrhenian,dr 2-4
354,gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1.0,200.0,forlimpopoli,adriatic italy,,,-25.0,300.0,https://pleiades.stoa.org/places/430827518,41.88333,12.46667,roma,urban,"not within the Servian Walls, but a sanctuary connected with the city, not the agricultural area",,wine,"garum suggested for the type A and D, but unconfirmed",tyrrhenian,
